,stocnumb,stocname,thismon,thisrev,mom,yoy
57712,8905,裕國,202106,153150,-25.46,-15.09
57713,8905,裕國,202107,176663,15.35,-18.99
57714,8905,裕國,202108,188547,6.72,-13.78
57715,8905,裕國,202109,202455,7.37,-25.09
57716,8905,裕國,202110,173868,-14.12,-35.16
57717,8905,裕國,202111,220243,26.67,-11.5
57718,8905,裕國,202112,212831,-3.36,-16.18
57719,8905,裕國,202201,190193,-10.63,-27.18
57720,8905,裕國,202202,120336,-36.72,-40.44
57721,8905,裕國,202203,165040,37.14,-41.4
57722,8905,裕國,202204,173705,5.25,-10.62
57723,8905,裕國,202205,159616,-8.11,-22.31
57724,8905,裕國,202206,123398,-22.69,-19.42
57725,8905,裕國,202207,145457,17.87,-17.66
57726,8905,裕國,202208,193877,33.28,2.82
57727,8905,裕國,202209,202448,4.42,-0.0
57728,8905,裕國,202210,183885,-9.16,5.76
57729,8905,裕國,202211,185981,1.13,-15.55
57730,8905,裕國,202212,414813,123.04,94.9
57731,8905,裕國,202301,237018,-42.86,24.61
57732,8905,裕國,202302,393138,65.86,226.7
57733,8905,裕國,202303,378007,-3.84,129.03
57734,8905,裕國,202304,306170,-19.0,76.25
57735,8905,裕國,202305,256965,-16.07,60.98
57736,8905,裕國,202306,146050,-43.16,18.35
57737,8905,裕國,202307,146369,0.21,0.62
57738,8905,裕國,202308,188477,28.76,-2.78
57739,8905,裕國,202309,217683,15.49,7.52
57740,8905,裕國,202310,210100,-3.48,14.25
57741,8905,裕國,202311,170525,-18.83,-8.31
57742,8905,裕國,202312,165218,-3.11,-60.17
57743,8905,裕國,202401,203392,23.1,-14.18
57744,8905,裕國,202402,149028,-26.72,-62.09
57745,8905,裕國,202403,170051,14.1,-55.01
57746,8905,裕國,202404,174461,2.59,-43.01
57747,8905,裕國,202405,162989,-6.57,-36.57
57748,8906,花王,202106,14909,-3.26,15.82
57749,8906,花王,202107,17385,16.6,38.41
57750,8906,花王,202108,21928,26.13,59.83
57751,8906,花王,202109,23053,5.13,11.62
57752,8906,花王,202110,18428,-20.06,22.2
57753,8906,花王,202111,25569,38.75,22.98
57754,8906,花王,202112,24061,-5.89,10.25
57755,8906,花王,202201,24291,0.95,18.05
57756,8906,花王,202202,15043,-38.07,40.41
57757,8906,花王,202203,17633,17.21,43.17
57758,8906,花王,202204,14998,-14.94,2.83
57759,8906,花王,202205,15820,5.48,2.64
57760,8906,花王,202206,16522,4.43,10.81
57761,8906,花王,202207,18293,10.71,5.22
57762,8906,花王,202208,24838,35.77,13.27
57763,8906,花王,202209,19873,-19.98,-13.79
57764,8906,花王,202210,20953,5.43,13.7
57765,8906,花王,202211,23572,12.49,-7.81
57766,8906,花王,202212,16942,-28.12,-29.58
57767,8906,花王,202301,18788,10.89,-22.65
57768,8906,花王,202302,12374,-34.13,-17.74
57769,8906,花王,202303,15148,22.41,-14.09
57770,8906,花王,202304,17277,14.05,15.19
57771,8906,花王,202305,18216,5.43,15.14
57772,8906,花王,202306,17383,-4.57,5.21
57773,8906,花王,202307,16655,-4.18,-8.95
57774,8906,花王,202308,19321,16.0,-22.21
57775,8906,花王,202309,23330,20.74,17.39
57776,8906,花王,202310,16378,-29.79,-21.83
57777,8906,花王,202311,18960,15.76,-19.56
57778,8906,花王,202312,24057,26.88,41.99
57779,8906,花王,202401,23638,-1.74,25.81
57780,8906,花王,202402,12545,-46.92,1.38
57781,8906,花王,202403,14086,12.28,-7.01
57782,8906,花王,202404,23359,65.83,35.2
57783,8906,花王,202405,18186,-22.14,-0.16
57784,8908,欣雄,202106,580765,5.36,21.92
57785,8908,欣雄,202107,557368,-4.02,24.07
57786,8908,欣雄,202108,546109,-2.02,19.36
57787,8908,欣雄,202109,536395,-1.77,5.09
57788,8908,欣雄,202110,518401,-3.35,5.32
57789,8908,欣雄,202111,584969,12.84,18.43
57790,8908,欣雄,202112,582152,-0.48,7.14
57791,8908,欣雄,202201,526296,-9.59,5.58
57792,8908,欣雄,202202,526781,0.09,19.42
57793,8908,欣雄,202203,668182,26.84,18.01
57794,8908,欣雄,202204,630477,-5.64,18.78
57795,8908,欣雄,202205,650129,3.11,17.94
57796,8908,欣雄,202206,633135,-2.61,9.01
57797,8908,欣雄,202207,582379,-8.01,4.48
57798,8908,欣雄,202208,578072,-0.73,5.85
57799,8908,欣雄,202209,588329,1.77,9.68
57800,8908,欣雄,202210,586853,-0.25,13.2
57801,8908,欣雄,202211,573779,-2.22,-1.91
57802,8908,欣雄,202212,675742,17.77,16.07
57803,8908,欣雄,202301,477335,-29.36,-9.3
57804,8908,欣雄,202302,553694,15.99,5.1
57805,8908,欣雄,202303,693248,25.2,3.75
57806,8908,欣雄,202304,638850,-7.84,1.32
57807,8908,欣雄,202305,584711,-8.47,-10.06
57808,8908,欣雄,202306,584176,-0.09,-7.73
57809,8908,欣雄,202307,518380,-11.26,-10.98
57810,8908,欣雄,202308,593191,14.43,2.61
57811,8908,欣雄,202309,586606,-1.11,-0.29
57812,8908,欣雄,202310,520828,-11.21,-11.25
57813,8908,欣雄,202311,574458,10.29,0.11
57814,8908,欣雄,202312,634238,10.4,-6.14
57815,8908,欣雄,202402,533171,-8.03,-3.7
57816,8908,欣雄,202403,613283,15.02,-11.53
57817,8908,欣雄,202404,563315,-8.14,-11.82
57818,8908,欣雄,202405,561035,-0.4,-4.04
57819,8916,光隆,202106,1030899,54.43,-9.02
57820,8916,光隆,202107,794286,-22.95,-9.16
57821,8916,光隆,202108,482533,-39.24,-41.14
57822,8916,光隆,202109,519419,7.64,-28.76
57823,8916,光隆,202110,654949,26.09,-15.0
57824,8916,光隆,202111,843054,28.72,40.16
57825,8916,光隆,202112,681514,-19.16,46.2
57826,8916,光隆,202201,681760,0.03,7.01
57827,8916,光隆,202202,549322,-19.42,62.98
57828,8916,光隆,202203,878859,59.98,22.7
57829,8916,光隆,202204,830677,-5.48,19.17
57830,8916,光隆,202205,948205,14.14,42.04
57831,8916,光隆,202206,1053574,11.11,2.19
57832,8916,光隆,202207,1027147,-2.5,29.31
57833,8916,光隆,202208,1200871,16.91,148.86
57834,8916,光隆,202209,982382,-18.19,89.13
57835,8916,光隆,202210,908367,-7.53,38.69
57836,8916,光隆,202211,753671,-17.03,-10.6
57837,8916,光隆,202212,480241,-36.27,-29.53
57838,8916,光隆,202301,517944,7.85,-24.02
57839,8916,光隆,202302,502994,-2.88,-8.43
57840,8916,光隆,202303,725115,44.15,-17.49
57841,8916,光隆,202304,622510,-14.15,-25.05
57842,8916,光隆,202305,977516,57.02,3.09
57843,8916,光隆,202306,867914,-11.21,-17.62
57844,8916,光隆,202307,818443,-5.69,-20.31
57845,8916,光隆,202308,687257,-16.02,-42.77
57846,8916,光隆,202309,679519,-1.12,-30.82
57847,8916,光隆,202310,478590,-29.56,-47.31
57848,8916,光隆,202311,444512,-7.12,-41.02
57849,8916,光隆,202312,385930,-13.17,-19.63
57850,8916,光隆,202401,544632,41.12,5.15
57851,8916,光隆,202402,282786,-48.07,-43.77
57852,8916,光隆,202403,683568,141.72,-5.72
57853,8916,光隆,202404,599025,-12.36,-3.77
57854,8916,光隆,202405,971769,62.22,-0.58
57855,8917,欣泰,202106,172230,-12.03,-7.74
57856,8917,欣泰,202107,156137,-9.34,-11.19
57857,8917,欣泰,202108,185213,18.62,20.67
57858,8917,欣泰,202109,177633,-4.09,3.04
57859,8917,欣泰,202110,175068,-1.44,0.02
57860,8917,欣泰,202111,193765,10.67,10.04
57861,8917,欣泰,202112,223323,15.25,12.66
57862,8917,欣泰,202201,217552,-2.58,4.69
57863,8917,欣泰,202202,212879,-2.14,15.38
57864,8917,欣泰,202203,247549,16.28,16.04
57865,8917,欣泰,202204,243450,-1.65,13.64
57866,8917,欣泰,202205,211978,-12.92,8.26
57867,8917,欣泰,202206,198170,-6.51,15.06
57868,8917,欣泰,202207,199856,0.85,28.0
57869,8917,欣泰,202208,200181,0.16,8.08
57870,8917,欣泰,202209,187740,-6.21,5.68
57871,8917,欣泰,202210,182806,-2.62,4.41
57872,8917,欣泰,202211,212182,16.06,9.5
57873,8917,欣泰,202212,221716,4.49,-0.71
57874,8917,欣泰,202301,231511,4.41,6.41
57875,8917,欣泰,202302,230746,-0.33,8.39
57876,8917,欣泰,202303,253929,10.04,2.57
57877,8917,欣泰,202304,220417,-13.19,-9.46
57878,8917,欣泰,202305,227977,3.42,7.54
57879,8917,欣泰,202306,194264,-14.78,-1.97
57880,8917,欣泰,202307,195386,0.57,-2.23
57881,8917,欣泰,202308,202289,3.53,1.05
57882,8917,欣泰,202309,183972,-9.05,-2.0
57883,8917,欣泰,202310,205738,11.83,12.54
57884,8917,欣泰,202311,216111,5.04,1.85
57885,8917,欣泰,202312,220947,2.23,-0.34
57886,8917,欣泰,202401,259632,17.5,12.14
57887,8917,欣泰,202402,208480,-19.7,-9.64
57888,8917,欣泰,202403,246924,18.44,-2.75
57889,8917,欣泰,202404,246249,-0.27,11.71
57890,8917,欣泰,202405,213161,-13.43,-6.49
57891,8921,沈氏,202106,36124,-7.72,-12.97
57892,8921,沈氏,202107,45591,26.2,1.24
57893,8921,沈氏,202108,42245,-7.33,-11.93
57894,8921,沈氏,202109,42529,0.67,-5.84
57895,8921,沈氏,202110,47503,11.69,-10.8
57896,8921,沈氏,202111,49358,3.9,-6.35
57897,8921,沈氏,202112,52066,5.48,-7.9
57898,8921,沈氏,202201,46594,-10.5,0.97
57899,8921,沈氏,202202,42466,-8.85,12.59
57900,8921,沈氏,202203,50657,19.28,16.46
57901,8921,沈氏,202204,49675,-1.93,22.18
57902,8921,沈氏,202205,52987,6.66,35.34
57903,8921,沈氏,202206,50571,-4.55,39.99
57904,8921,沈氏,202207,49995,-1.13,9.65
57905,8921,沈氏,202208,52944,5.89,25.32
57906,8921,沈氏,202209,61719,16.57,45.12
57907,8921,沈氏,202210,66073,7.05,39.09
57908,8921,沈氏,202211,62985,-4.67,27.6
57909,8921,沈氏,202212,68593,8.9,31.74
57910,8921,沈氏,202301,51033,-25.6,9.52
57911,8921,沈氏,202302,68259,33.75,60.73
57912,8921,沈氏,202303,56096,-17.81,10.73
57913,8921,沈氏,202304,49396,-11.94,-0.56
57914,8921,沈氏,202305,56657,14.69,6.92
57915,8921,沈氏,202306,47757,-15.7,-5.56
57916,8921,沈氏,202307,47595,-0.33,-4.8
57917,8921,沈氏,202308,49296,3.57,-6.89
57918,8921,沈氏,202309,56908,15.44,-7.79
57919,8921,沈氏,202310,61195,7.53,-7.38
57920,8921,沈氏,202311,59686,-2.46,-5.23
57921,8921,沈氏,202312,55330,-7.29,-19.33
57922,8921,沈氏,202401,55445,0.2,8.64
57923,8921,沈氏,202402,38256,-31.0,-43.95
57924,8921,沈氏,202403,48613,27.07,-13.33
57925,8921,沈氏,202404,47662,-1.95,-3.51
57926,8921,沈氏,202405,51917,8.92,-8.36
57927,8923,時報,202106,15959,-55.01,-54.74
57928,8923,時報,202107,35476,122.29,21.69
57929,8923,時報,202108,49071,38.32,32.17
57930,8923,時報,202109,29058,-40.78,-29.8
57931,8923,時報,202110,41529,42.91,4.74
57932,8923,時報,202111,43481,4.7,5.26
57933,8923,時報,202112,48152,10.74,26.32
57934,8923,時報,202201,43529,-9.6,41.13
57935,8923,時報,202202,30921,-28.96,1.79
57936,8923,時報,202203,39434,27.53,-17.34
57937,8923,時報,202204,32265,-18.17,-5.15
57938,8923,時報,202205,32628,1.12,-8.03
57939,8923,時報,202206,45354,39.0,184.19
57940,8923,時報,202207,38372,-15.39,8.16
57941,8923,時報,202208,45050,17.4,-8.19
57942,8923,時報,202209,29070,-35.47,0.04
57943,8923,時報,202210,43716,50.38,5.26
57944,8923,時報,202211,42521,-2.73,-2.2
57945,8923,時報,202212,45948,8.05,-4.57
57946,8923,時報,202301,34539,-24.83,-20.65
57947,8923,時報,202302,27629,-20.0,-10.64
57948,8923,時報,202304,37579,-2.28,16.46
57949,8923,時報,202305,36227,-3.59,11.03
57950,8923,時報,202306,25987,-28.26,-42.7
57951,8923,時報,202307,39710,52.8,3.48
57952,8923,時報,202308,33542,-15.53,-25.54
57953,8923,時報,202309,34581,3.09,18.95
57954,8923,時報,202310,46016,33.06,5.26
57955,8923,時報,202311,33849,-26.44,-20.39
57956,8923,時報,202312,38528,13.82,-16.14
57957,8923,時報,202402,34871,-4.05,26.21
57958,8923,時報,202403,38332,9.92,-0.32
57959,8923,時報,202404,29765,-22.34,-20.79
57960,8923,時報,202405,29562,-0.68,-18.39
57961,8924,大田,202106,699702,-1.46,162.1
57962,8924,大田,202107,692894,-0.97,90.05
57963,8924,大田,202108,766629,10.64,103.13
57964,8924,大田,202109,814110,6.19,96.57
57965,8924,大田,202110,759184,-6.74,116.66
57966,8924,大田,202111,669119,-11.86,66.82
57967,8924,大田,202112,710888,6.24,49.53
57968,8924,大田,202201,578698,-18.59,8.13
57969,8924,大田,202202,210697,-63.59,-27.12
57970,8924,大田,202203,740826,251.6,24.01
57971,8924,大田,202204,773787,4.44,21.69
57972,8924,大田,202205,824992,6.61,16.17
57973,8924,大田,202206,740116,-10.28,5.77
57974,8924,大田,202207,669410,-9.55,-3.38
57975,8924,大田,202208,555981,-16.94,-27.47
57976,8924,大田,202209,482676,-13.18,-40.71
57977,8924,大田,202210,714539,48.03,-5.88
57978,8924,大田,202211,800311,12.0,19.6
57979,8924,大田,202212,608289,-23.99,-14.43
57980,8924,大田,202301,414933,-31.78,-28.29
57981,8924,大田,202302,511341,23.23,142.69
57982,8924,大田,202303,374549,-26.75,-49.44
57983,8924,大田,202304,220929,-41.01,-71.44
57984,8924,大田,202305,351877,59.27,-57.34
57985,8924,大田,202306,387447,10.1,-47.65
57986,8924,大田,202307,441547,13.96,-34.03
57987,8924,大田,202308,315113,-28.63,-43.32
57988,8924,大田,202309,269026,-14.62,-44.26
57989,8924,大田,202310,323669,20.31,-54.7
57990,8924,大田,202311,363790,12.39,-54.54
57991,8924,大田,202312,393420,8.14,-35.32
57992,8924,大田,202401,421612,7.16,1.6
57993,8924,大田,202402,243488,-42.24,-52.38
57994,8924,大田,202403,337644,38.66,-9.85
57995,8924,大田,202404,433519,28.39,96.22
57996,8924,大田,202405,480584,10.85,36.57
57997,8926,台汽電,202106,289639,-41.1,-66.39
57998,8926,台汽電,202107,250799,-13.4,-67.54
57999,8926,台汽電,202108,424823,69.38,-39.79
58000,8926,台汽電,202109,753043,77.26,26.55
58001,8926,台汽電,202110,428070,-43.15,-45.34
58002,8926,台汽電,202111,374520,-12.5,-51.59
58003,8926,台汽電,202112,829189,121.4,7.36
58004,8926,台汽電,202201,374137,-54.87,-42.28
58005,8926,台汽電,202202,260147,-30.46,-54.18
58006,8926,台汽電,202203,256244,-1.5,-67.1
58007,8926,台汽電,202204,404177,57.73,-29.58
58008,8926,台汽電,202205,196243,-51.44,-60.09
58009,8926,台汽電,202206,370324,88.7,75.21
58010,8926,台汽電,202207,201629,-45.55,-38.73
58011,8926,台汽電,202208,273218,35.5,-35.68
58012,8926,台汽電,202209,269744,-1.27,-64.17
58013,8926,台汽電,202210,337039,24.94,-21.26
58014,8926,台汽電,202211,745633,121.23,99.11
58015,8926,台汽電,202212,981620,31.64,18.93
58016,8926,台汽電,202301,365041,-62.81,-2.43
58017,8926,台汽電,202302,337314,-7.59,29.66
58018,8926,台汽電,202303,381857,13.2,49.21
58019,8926,台汽電,202304,389735,2.06,-3.65
58020,8926,台汽電,202305,638492,63.82,225.35
58021,8926,台汽電,202306,447716,-29.87,20.86
58022,8926,台汽電,202307,388434,-13.24,92.75
58023,8926,台汽電,202308,325506,-16.2,19.13
58024,8926,台汽電,202309,661153,103.11,145.1
58025,8926,台汽電,202310,325770,-50.72,-3.34
58026,8926,台汽電,202311,542578,66.55,-27.23
58027,8926,台汽電,202312,544808,0.41,-44.42
58028,8926,台汽電,202401,564089,3.53,54.52
58029,8926,台汽電,202402,708228,25.55,109.96
58030,8926,台汽電,202403,753204,6.35,97.24
58031,8926,台汽電,202404,1121667,48.91,187.8
58032,8926,台汽電,202405,637616,-43.15,-0.13
58033,8927,北基,202106,352020,-12.69,-0.82
58034,8927,北基,202107,434920,23.54,11.56
58035,8927,北基,202108,484482,11.39,22.79
58036,8927,北基,202109,498478,2.88,31.07
58037,8927,北基,202110,541276,8.58,40.57
58038,8927,北基,202111,543333,0.38,47.9
58039,8927,北基,202112,536696,-1.22,35.69
58040,8927,北基,202201,539419,0.5,25.21
58041,8927,北基,202202,479712,-11.06,20.56
58042,8927,北基,202203,584817,21.91,28.93
58043,8927,北基,202204,557019,-4.75,22.6
58044,8927,北基,202205,513399,-7.83,27.32
58045,8927,北基,202206,541175,5.41,53.73
58046,8927,北基,202207,607901,12.32,39.77
58047,8927,北基,202208,605324,-0.42,24.94
58048,8927,北基,202209,566163,-6.46,13.57
58049,8927,北基,202210,588220,3.89,8.67
58050,8927,北基,202211,570430,-3.02,4.98
58051,8927,北基,202212,596458,4.56,11.13
58052,8927,北基,202301,597571,0.18,10.78
58053,8927,北基,202302,538987,-9.8,12.35
58054,8927,北基,202303,602284,11.74,2.98
58055,8927,北基,202304,592640,-1.6,6.39
58056,8927,北基,202305,611636,3.2,19.13
58057,8927,北基,202306,616730,0.83,13.96
58058,8927,北基,202307,670467,8.71,10.29
58059,8927,北基,202308,711796,6.16,17.58
58060,8927,北基,202309,672764,-5.48,18.82
58061,8927,北基,202310,687823,-4.82,16.93
58062,8927,北基,202311,673332,-2.1,18.03
58063,8927,北基,202312,685840,1.85,14.98
58064,8927,北基,202402,632359,-7.89,17.32
58065,8927,北基,202403,711634,12.53,18.15
58066,8927,北基,202404,1657419,132.9,179.66
58067,8927,北基,202405,1138060,-31.33,86.06
58068,8928,鉅明,202106,182520,-28.45,43.02
58069,8928,鉅明,202107,248878,36.35,151.65
58070,8928,鉅明,202108,171503,-31.08,18.4
58071,8928,鉅明,202109,277187,61.62,88.34
58072,8928,鉅明,202110,315158,13.69,58.63
58073,8928,鉅明,202111,342961,8.82,32.2
58074,8928,鉅明,202112,325232,-5.16,-15.56
58075,8928,鉅明,202201,280102,-13.87,9.51
58076,8928,鉅明,202202,282893,0.99,56.12
58077,8928,鉅明,202203,294869,4.23,5.38
58078,8928,鉅明,202204,371138,25.86,46.37
58079,8928,鉅明,202205,244418,-34.14,-4.19
58080,8928,鉅明,202206,256624,4.99,40.6
58081,8928,鉅明,202207,172984,-32.59,-30.49
58082,8928,鉅明,202208,138212,-20.1,-19.41
58083,8928,鉅明,202209,210542,52.33,-24.04
58084,8928,鉅明,202210,276763,31.45,-12.18
58085,8928,鉅明,202211,413493,49.4,20.56
58086,8928,鉅明,202212,453692,9.72,39.49
58087,8928,鉅明,202301,326929,-27.94,16.71
58088,8928,鉅明,202302,273002,-16.49,-3.49
58089,8928,鉅明,202303,273364,0.13,-7.29
58090,8928,鉅明,202304,159995,-41.47,-56.89
58091,8928,鉅明,202305,154144,-3.65,-36.93
58092,8928,鉅明,202306,110502,-28.31,-56.94
58093,8928,鉅明,202307,119908,8.51,-30.68
58094,8928,鉅明,202308,104036,-13.23,-24.72
58095,8928,鉅明,202309,136489,31.19,-35.17
58096,8928,鉅明,202310,197012,44.34,-28.81
58097,8928,鉅明,202311,373461,89.56,-9.68
58098,8928,鉅明,202312,367865,-1.49,-18.91
58099,8928,鉅明,202401,321275,-12.66,-1.72
58100,8928,鉅明,202402,232513,-27.62,-14.83
58101,8928,鉅明,202403,337447,45.13,23.44
58102,8928,鉅明,202404,259411,-23.12,62.13
58103,8928,鉅明,202405,283843,9.41,84.14
58104,8929,富堡,202106,77533,6.75,-48.7
58105,8929,富堡,202107,57369,-26.0,-39.04
58106,8929,富堡,202108,68373,19.18,-22.61
58107,8929,富堡,202109,58638,-14.23,-35.63
58108,8929,富堡,202110,73638,25.58,-27.32
58109,8929,富堡,202111,82155,11.56,7.38
58110,8929,富堡,202112,73962,-9.97,-22.44
58111,8929,富堡,202201,82838,12.0,-20.91
58112,8929,富堡,202202,50274,-39.31,-23.93
58113,8929,富堡,202203,61346,22.02,-28.53
58114,8929,富堡,202204,55957,-8.78,-14.02
58115,8929,富堡,202205,72252,29.12,-0.52
58116,8929,富堡,202206,59968,-17.0,-22.65
58117,8929,富堡,202207,61623,2.75,7.41
58118,8929,富堡,202208,44855,-27.21,-34.39
58119,8929,富堡,202209,47534,5.97,-18.93
58120,8929,富堡,202210,52445,10.33,-28.77
58121,8929,富堡,202211,51284,-2.21,-37.57
58122,8929,富堡,202212,62598,22.06,-15.36
58123,8929,富堡,202301,44855,-28.34,-45.85
58124,8929,富堡,202302,42831,-4.51,-14.8
58125,8929,富堡,202303,65225,52.28,6.32
58126,8929,富堡,202304,62412,-4.31,11.53
58127,8929,富堡,202305,70972,13.71,-1.77
58128,8929,富堡,202306,55383,-21.96,-7.64
58129,8929,富堡,202307,52358,-5.46,-15.03
58130,8929,富堡,202308,55649,6.28,24.06
58131,8929,富堡,202309,52217,-6.16,9.85
58132,8929,富堡,202310,62708,20.09,19.56
58133,8929,富堡,202311,66127,5.45,28.94
58134,8929,富堡,202312,59266,-10.37,-5.32
58135,8929,富堡,202401,67031,13.1,49.43
58136,8929,富堡,202402,40007,-40.31,-6.59
58137,8929,富堡,202403,62854,57.1,-3.63
58138,8929,富堡,202404,69880,11.17,11.96
58139,8929,富堡,202405,79537,13.81,12.06
58140,8930,青鋼,202106,108643,4.17,46.73
58141,8930,青鋼,202107,113068,4.07,27.45
58142,8930,青鋼,202108,99649,-11.86,25.61
58143,8930,青鋼,202109,105014,5.38,17.72
58144,8930,青鋼,202110,99728,-5.03,9.99
58145,8930,青鋼,202111,124624,24.96,45.49
58146,8930,青鋼,202112,110131,-11.62,15.14
58147,8930,青鋼,202201,91790,-16.65,5.42
58148,8930,青鋼,202202,82031,-10.63,22.31
58149,8930,青鋼,202203,151557,84.75,34.3
58150,8930,青鋼,202204,127476,-15.88,26.55
58151,8930,青鋼,202205,103622,-18.71,-0.63
58152,8930,青鋼,202206,107186,3.43,-1.34
58153,8930,青鋼,202207,92514,-13.68,-18.17
58154,8930,青鋼,202208,97152,5.01,-2.5
58155,8930,青鋼,202209,104688,7.75,-0.31
58156,8930,青鋼,202210,115320,10.15,15.63
58157,8930,青鋼,202211,116614,1.12,-6.42
58158,8930,青鋼,202212,121479,4.17,10.3
58159,8930,青鋼,202301,75787,-37.61,-17.43
58160,8930,青鋼,202302,124690,64.52,52.0
58161,8930,青鋼,202303,143096,14.76,-5.58
58162,8930,青鋼,202304,128317,-10.32,0.65
58163,8930,青鋼,202305,115037,-10.34,11.01
58164,8930,青鋼,202306,125391,9.0,16.98
58165,8930,青鋼,202307,127481,1.66,37.79
58166,8930,青鋼,202308,139864,9.71,43.96
58167,8930,青鋼,202309,125161,-10.51,19.55
58168,8930,青鋼,202310,128970,3.04,11.83
58169,8930,青鋼,202311,146199,13.35,25.37
58170,8930,青鋼,202312,147070,0.59,21.06
58171,8930,青鋼,202401,147741,0.45,94.94
58172,8930,青鋼,202402,92761,-37.21,-25.6
58173,8930,青鋼,202403,136841,47.51,-4.37
58174,8930,青鋼,202404,137308,0.34,7.0
58175,8930,青鋼,202405,127395,-7.21,10.74
58176,8931,大汽電,202106,222278,39.18,52.41
58177,8931,大汽電,202107,208086,-6.38,25.63
58178,8931,大汽電,202108,204000,-1.96,27.22
58179,8931,大汽電,202109,184100,-9.75,13.02
58180,8931,大汽電,202110,168927,-8.24,13.18
58181,8931,大汽電,202111,153511,-9.12,-2.98
58182,8931,大汽電,202112,158025,2.94,-3.08
58183,8931,大汽電,202201,149300,-5.52,3.64
58184,8931,大汽電,202202,131846,-11.69,16.41
58185,8931,大汽電,202203,176673,33.99,21.3
58186,8931,大汽電,202204,170576,-3.45,25.28
58187,8931,大汽電,202205,177396,3.99,11.07
58188,8931,大汽電,202206,227422,28.2,2.31
58189,8931,大汽電,202207,270471,18.92,29.98
58190,8931,大汽電,202208,313910,16.06,53.87
58191,8931,大汽電,202209,315806,0.6,71.54
58192,8931,大汽電,202210,321598,1.83,90.37
58193,8931,大汽電,202211,306234,-4.77,99.48
58194,8931,大汽電,202212,299776,-2.1,89.7
58195,8931,大汽電,202301,246806,-17.66,65.3
58196,8931,大汽電,202302,289353,17.23,119.46
58197,8931,大汽電,202303,256791,-11.25,45.34
58198,8931,大汽電,202304,196625,-23.42,15.27
58199,8931,大汽電,202305,232746,18.37,31.2
58200,8931,大汽電,202306,230937,-0.77,1.54
58201,8931,大汽電,202307,211111,-8.58,-21.94
58202,8931,大汽電,202308,229693,8.8,-26.82
58203,8931,大汽電,202309,213032,-7.25,-32.54
58204,8931,大汽電,202310,202430,-4.97,-37.05
58205,8931,大汽電,202311,199549,-1.42,-34.83
58206,8931,大汽電,202312,207935,4.2,-30.63
58207,8931,大汽電,202401,223055,7.27,-9.62
58208,8931,大汽電,202402,152810,-31.49,-47.18
58209,8931,大汽電,202403,197043,28.94,-23.26
58210,8931,大汽電,202404,183845,-6.69,-6.49
58211,8931,大汽電,202405,215755,17.35,-7.3
58212,8932,宏大,202106,82968,-22.75,116.48
58213,8932,宏大,202107,82905,-0.07,-6.74
58214,8932,宏大,202108,66509,-19.77,-8.38
58215,8932,宏大,202109,63597,-4.37,-10.51
58216,8932,宏大,202110,51370,-19.22,-12.97
58217,8932,宏大,202111,71762,39.69,22.79
58218,8932,宏大,202112,76064,5.99,90.7
58219,8932,宏大,202201,122871,61.53,102.21
58220,8932,宏大,202202,59510,-51.56,25.49
58221,8932,宏大,202203,123893,108.18,5.16
58222,8932,宏大,202204,62686,-49.4,-44.88
58223,8932,宏大,202205,90454,44.29,-15.78
58224,8932,宏大,202206,69801,-22.83,-15.86
58225,8932,宏大,202207,55392,-20.64,-33.18
58226,8932,宏大,202208,62628,13.06,-5.83
58227,8932,宏大,202209,41663,-33.47,-34.48
58228,8932,宏大,202210,46288,11.1,-9.89
58229,8932,宏大,202211,34529,-25.4,-51.88
58230,8932,宏大,202212,40030,15.93,-47.37
58231,8932,宏大,202301,45649,14.03,-62.84
58232,8932,宏大,202302,70173,24.34,17.91
58233,8932,宏大,202303,108687,54.88,-12.27
58234,8932,宏大,202304,66089,-39.19,5.42
58235,8932,宏大,202305,113064,71.07,24.99
58236,8932,智通,202306,68732,-39.2,-1.53
58237,8932,智通,202307,58424,-14.99,5.47
58238,8932,智通,202308,91813,57.14,46.6
58239,8932,智通,202309,87012,-5.22,108.84
58240,8932,智通,202310,72025,-17.22,55.6
58241,8932,智通,202311,105257,46.13,204.83
58242,8932,智通,202312,63500,-39.67,117.13
58243,8932,智通,202401,81162,27.81,43.81
58244,8932,智通,202402,103313,27.29,47.22
58245,8932,智通,202403,120370,16.51,10.74
58246,8932,智通,202404,135451,12.52,104.95
58247,8932,智通,202405,133663,-1.32,18.21
58248,8933,愛地雅,202106,388736,9.5,10.87
58249,8933,愛地雅,202107,373393,-3.94,-17.23
58250,8933,愛地雅,202108,394007,5.52,9.28
58251,8933,愛地雅,202109,477255,21.12,22.84
58252,8933,愛地雅,202110,442425,-7.29,41.98
58253,8933,愛地雅,202111,477142,7.84,71.37
58254,8933,愛地雅,202112,475402,-0.36,12.07
58255,8933,愛地雅,202201,339318,-28.62,21.87
58256,8933,愛地雅,202202,329594,-2.86,12.18
58257,8933,愛地雅,202203,462327,40.27,34.88
58258,8933,愛地雅,202204,412389,-10.8,30.83
58259,8933,愛地雅,202205,407211,-1.25,14.71
58260,8933,愛地雅,202206,478220,17.43,23.01
58261,8933,愛地雅,202207,456070,-4.63,22.14
58262,8933,愛地雅,202208,583551,27.95,48.1
58263,8933,愛地雅,202209,655336,12.3,37.31
58264,8933,愛地雅,202210,412560,-37.04,-6.75
58265,8933,愛地雅,202211,496854,20.43,4.13
